34564,2021-10-03T19:18:29+0000;0444,T6650,Ha6ac;0445,T66cd,Ha488;0544,T6986,H8d44;0545,T6d81,H84b8;0644,T6b85,H8e6c;0645,T684a,H9e36;0744,T6659,H9873;0745,T65cc,Hab22
35246,2021-10-03T20:58:03+0000;0444,T64f9,Hf424;0445,T64ff,Hf521;0544,T6509,Hdfec;0545,T64f1,Hf803;0644,T6543,Hee8d;0645,T65a1,Hec5c;0744,T662a,Hc9f1;0745,T664c,He6b7
35247,2021-10-03T20:58:12+0000;0444,T64f8,Hf429;0445,T64fd,Hf51f;0544,T6507,Hdff1;0545,T64f2,Hf80a;0644,T6543,Hee91;0645,T659e,Hec5d;0744,T6627,Hc9ff;0745,T6647,He6bd
35248,2021-10-03T20:58:21+0000;0444,T64f7,Hf42f;0445,T6500,Hf528;0544,T6508,Hdffb;0545,T64ef,Hf809;0644,T6541,Hee98;0645,T659b,Hec63;0744,T6628,Hca04;0745,T6648,He6c6
35249,2021-10-03T20:58:30+0000;0444,T64f6,Hf434;0445,T64fa,Hf52c;0544,T6507,He006;0545,T64ee,Hf80c;0644,T6541,Hee9a;0645,T659e,Hec68;0744,T6625,Hca07;0745,T6647,He6c6
35250,2021-10-03T20:58:38+0000;0444,T64f6,Hf439;0445,T64fb,Hf532;0544,T6507,He00b;0545,T64f0,Hf80e;0644,T6541,Hee9c;0645,T6599,Hec6c;0744,T6626,Hca09;0745,T6645,He6cc
35251,2021-10-03T20:58:47+0000;0444,T64f4,Hf43c;0445,T64fc,Hf534;0544,T6505,He013;0545,T64ed,Hf812;0644,T6540,Heea4;0645,T6599,Hec72;0744,T6624,Hca0b;0745,T6646,He6d2
35252,2021-10-03T20:58:56+0000;0444,T64f5,Hf444;0445,T64f8,Hf53d;0544,T6504,He01a;0545,T64eb,Hf814;0644,T653e,Heea6;0645,T6599,Hec79;0744,T6622,Hca18;0745,T6645,He6d6
35253,2021-10-03T20:59:05+0000;0444,T64f5,Hf448;0445,T64fa,Hf53d;0544,T6504,He022;0545,T64ec,Hf81a;0644,T653e,Heeaa;0645,T6595,Hec76;0744,T6621,Hca1c;0745,T6641,He6db
35254,2021-10-03T20:59:14+0000;0444,T64f2,Hf44c;0445,T64f8,Hf541;0544,T6502,He02e;0545,T64eb,Hf816;0644,T653d,Heead;0645,T6599,Hec85;0744,T661f,Hca1f;0745,T663c,He6de
35255,2021-10-03T20:59:22+0000;0444,T64f1,Hf453;0445,T64f7,Hf547;0544,T6501,He030;0545,T64ea,Hf81d;0644,T653b,Heead;0645,T6596,Hec87;0744,T661e,Hca26;0745,T663c,He6e5
35256,2021-10-03T20:59:31+0000;0444,T64f1,Hf453;0445,T64f6,Hf54a;0544,T6501,He038;0545,T64e8,Hf821;0644,T653c,Heeb7;0645,T6597,Hec8c;0744,T661e,Hca29;0745,T663c,He6e9
35257,2021-10-03T20:59:41+0000;0444,T64f1,Hf45d;0445,T64f5,Hf551;0544,T64ff,He03b;0545,T64ea,Hf825;0644,T653b,Heeba;0645,T6594,Hec90;0744,T661b,Hca31;0745,T663c,He6f0
35258,2021-10-03T20:59:49+0000;0444,T64f2,Hf463;0445,T64f6,Hf559;0544,T6500,He03f;0545,T64e8,Hf825;0644,T6539,Heec4;0645,T6592,Hec94;0744,T661a,Hca38;0745,T663a,He6f2
35259,2021-10-03T20:59:57+0000;0444,T64ee,Hf468;0445,T64f5,Hf55e;0544,T64ff,He04b;0545,T64e7,Hf82a;0644,T6538,Heec4;0645,T6590,Hec9d;0744,T6618,Hca38;0745,T6637,He6f9
35260,2021-10-03T21:00:06+0000;0444,T64ed,Hf468;0445,T64f5,Hf564;0544,T64fb,He04d;0545,T64e9,Hf830;0644,T6535,Heec4;0645,T658f,Hec9e;0744,T6618,Hca3f;0745,T6637,He6fd
35261,2021-10-03T21:00:15+0000;0444,T64ee,Hf46d;0445,T64f4,Hf562;0544,T64ff,He056;0545,T64e5,Hf830;0644,T6536,Heecd;0645,T6591,Heca6;0744,T6614,Hca42;0745,T6636,He705
35262,2021-10-03T21:00:24+0000;0444,T64ee,Hf474;0445,T64f1,Hf563;0544,T64fc,He060;0545,T64e4,Hf82f;0644,T6535,Heed2;0645,T6590,Heca9;0744,T6614,Hca49;0745,T6636,He706
35263,2021-10-03T21:00:32+0000;0444,T64ec,Hf477;0445,T64f1,Hf569;0544,T64fa,He064;0545,T64e5,Hf836;0644,T6535,Heed3;0645,T658f,Hecad;0744,T6614,Hca53;0745,T6634,He70a
35264,2021-10-03T21:00:41+0000;0444,T64eb,Hf477;0445,T64ef,Hf56f;0544,T64fb,He069;0545,T64e3,Hf837;0644,T6534,Heed8;0645,T658d,Hecb2;0744,T6612,Hca56;0745,T6633,He710
35265,2021-10-03T21:00:50+0000;0444,T64ea,Hf482;0445,T64ee,Hf56f;0544,T64fa,He06e;0545,T64e3,Hf83a;0644,T6534,Heedb;0645,T658a,Hecb2;0744,T6610,Hca57;0745,T6632,He70f
35266,2021-10-03T21:00:59+0000;0444,T64e7,Hf47f;0445,T64ee,Hf578;0544,T64f7,He075;0545,T64e1,Hf83d;0644,T6531,Heedc;0645,T658c,Hecbe;0744,T660e,Hca5d;0745,T6630,He714
35267,2021-10-03T21:01:07+0000;0444,T64e9,Hf48a;0445,T64ee,Hf57a;0544,T64f6,He07d;0545,T64e0,Hf83e;0644,T6532,Heee2;0645,T658c,Hecc0;0744,T660e,Hca64;0745,T662e,He716
35268,2021-10-03T21:01:16+0000;0444,T64e9,Hf48f;0445,T64ec,Hf57f;0544,T64f7,He08c;0545,T64de,Hf844;0644,T6531,Heee5;0645,T6587,Hecc7;0744,T660e,Hca67;0745,T662c,He715
35269,2021-10-03T21:01:25+0000;0444,T64e8,Hf493;0445,T64ed,Hf582;0544,T64f8,He08c;0545,T64e0,Hf846;0644,T6530,Heeea;0645,T6587,Hecc3;0744,T660c,Hca71;0745,T662c,He722
35270,2021-10-03T21:01:34+0000;0444,T64e7,Hf495;0445,T64ec,Hf583;0544,T64f4,He096;0545,T64de,Hf847;0644,T652e,Heef2;0645,T6587,Hecd0;0744,T660a,Hca76;0745,T662a,He723
35271,2021-10-03T21:01:42+0000;0444,T64e4,Hf49a;0445,T64ec,Hf58f;0544,T64f4,He094;0545,T64dc,Hf84f;0644,T652c,Heeee;0645,T6585,Hecd2;0744,T6609,Hca73;0745,T662a,He722
35272,2021-10-03T21:01:51+0000;0444,T64e2,Hf49b;0445,T64ed,Hf593;0544,T64f1,He0a1;0545,T64dc,Hf84c;0644,T652a,Heef8;0645,T6584,Hecd0;0744,T6609,Hca7b;0745,T6628,He726
35273,2021-10-03T21:02:00+0000;0444,T64e2,Hf4a0;0445,T64eb,Hf599;0544,T64f4,He0a3;0545,T64dc,Hf84e;0644,T652b,Heef6;0645,T6583,Hecdd;0744,T6606,Hca81;0745,T6628,He731
35274,2021-10-03T21:02:09+0000;0444,T64e3,Hf4aa;0445,T64e9,Hf59e;0544,T64f2,He0a4;0545,T64da,Hf852;0644,T652a,Heefb;0645,T6586,Hece1;0744,T6606,Hca86;0745,T6627,He734
35275,2021-10-03T21:02:17+0000;0444,T64e0,Hf4a5;0445,T64e8,Hf59d;0544,T64f1,He0b0;0545,T64da,Hf853;0644,T652a,Hef06;0645,T6584,Heceb;0744,T6605,Hca8b;0745,T6625,He738
35276,2021-10-03T21:02:26+0000;0444,T64e0,Hf4a7;0445,T64e8,Hf5a5;0544,T64f1,He0b7;0545,T64da,Hf851;0644,T652b,Hef06;0645,T6581,Hece4;0744,T6604,Hca8e;0745,T6623,He73d
35277,2021-10-03T21:02:35+0000;0444,T64df,Hf4b0;0445,T64e6,Hf5ac;0544,T64ef,He0bb;0545,T64da,Hf85a;0644,T6528,Hef06;0645,T6581,Hecef;0744,T6604,Hca99;0745,T6622,He743
35278,2021-10-03T21:02:44+0000;0444,T64e0,Hf4b6;0445,T64e6,Hf5ac;0544,T64ef,He0be;0545,T64d9,Hf85d;0644,T6526,Hef0a;0645,T6581,Hecf3;0744,T6600,Hca96;0745,T6620,He747
35279,2021-10-03T21:02:53+0000;0444,T64df,Hf4bc;0445,T64e7,Hf5ae;0544,T64ed,He0c9;0545,T64d8,Hf85d;0644,T6526,Hef11;0645,T657f,Hecf8;0744,T65ff,Hca9d;0745,T661e,He748
35280,2021-10-03T21:03:01+0000;0444,T64df,Hf4be;0445,T64e6,Hf5b9;0544,T64f0,He0d1;0545,T64d8,Hf866;0644,T6523,Hef14;0645,T657d,Hed00;0744,T65ff,Hcaa5;0745,T661e,He752
35281,2021-10-03T21:03:10+0000;0444,T64df,Hf4c0;0445,T64e5,Hf5b7;0544,T64ee,He0d9;0545,T64d7,Hf86c;0644,T6524,Hef16;0645,T657f,Hecfd;0744,T65fd,Hcaa9;0745,T661c,He755
35282,2021-10-03T21:03:19+0000;0444,T64da,Hf4c2;0445,T64e3,Hf5be;0544,T64ed,He0e0;0545,T64d5,Hf868;0644,T6526,Hef1d;0645,T657c,Hecfe;0744,T65fd,Hcaac;0745,T661b,He75c
35283,2021-10-03T21:03:28+0000;0444,T64db,Hf4ca;0445,T64e3,Hf5c0;0544,T64eb,He0de;0545,T64d5,Hf86a;0644,T6522,Hef1f;0645,T657b,Hed05;0744,T65fc,Hcab2;0745,T661c,He763
35284,2021-10-03T21:03:36+0000;0444,T64dc,Hf4cc;0445,T64e3,Hf5c9;0544,T64eb,He0ee;0545,T64d4,Hf86e;0644,T6522,Hef1e;0645,T657d,Hed10;0744,T65f9,Hcab7;0745,T6617,He763
35285,2021-10-03T21:03:45+0000;0444,T64da,Hf4d2;0445,T64e1,Hf5ca;0544,T64e9,He0f1;0545,T64d7,Hf871;0644,T6521,Hef24;0645,T657a,Hed0a;0744,T65f7,Hcab6;0745,T6616,He76c
35286,2021-10-03T21:03:54+0000;0444,T64d9,Hf4dc;0445,T64e1,Hf5d6;0544,T64ea,He0f3;0545,T64d3,Hf874;0644,T6521,Hef2b;0645,T6578,Hed0f;0744,T65f6,Hcac3;0745,T6618,He776
35287,2021-10-03T21:04:03+0000;0444,T64da,Hf4da;0445,T64e1,Hf5d3;0544,T64eb,He0f9;0545,T64d2,Hf870;0644,T651e,Hef2f;0645,T657a,Hed14;0744,T65f5,Hcaca;0745,T6617,He776
35288,2021-10-03T21:04:11+0000;0444,T64d7,Hf4df;0445,T64e0,Hf5d6;0544,T64e9,He0fe;0545,T64d1,Hf874;0644,T6521,Hef36;0645,T6576,Hed1c;0744,T65f5,Hcacd;0745,T6616,He77b
35289,2021-10-03T21:04:20+0000;0444,T64d8,Hf4e1;0445,T64de,Hf5dd;0544,T64e9,He103;0545,T64d3,Hf876;0644,T651d,Hef2f;0645,T6577,Hed1c;0744,T65f4,Hcacd;0745,T6614,He782
35290,2021-10-03T21:04:29+0000;0444,T64d5,Hf4e3;0445,T64de,Hf5e3;0544,T64e7,He107;0545,T64d0,Hf87c;0644,T651d,Hef34;0645,T6575,Hed23;0744,T65ef,Hcad4;0745,T6611,He789
35291,2021-10-03T21:04:38+0000;0444,T64d8,Hf4eb;0445,T64de,Hf5e6;0544,T64e8,He112;0545,T64d0,Hf87c;0644,T651d,Hef3a;0645,T6575,Hed2c;0744,T65f1,Hcadf;0745,T6611,He78f
35292,2021-10-03T21:04:46+0000;0444,T64d3,Hf4f1;0445,T64da,Hf5ea;0544,T64e6,He112;0545,T64cf,Hf881;0644,T651e,Hef42;0645,T6574,Hed28;0744,T65f0,Hcae6;0745,T6610,He790
35293,2021-10-03T21:04:55+0000;0444,T64d4,Hf4f3;0445,T64dd,Hf5ef;0544,T64e4,He11a;0545,T64d0,Hf882;0644,T651c,Hef41;0645,T6574,Hed34;0744,T65f0,Hcae7;0745,T660f,He796
35294,2021-10-03T21:05:04+0000;0444,T64d3,Hf4fb;0445,T64dc,Hf5f5;0544,T64e7,He120;0545,T64d0,Hf881;0644,T651b,Hef40;0645,T6574,Hed34;0744,T65ee,Hcaee;0745,T660f,He7a2
35295,2021-10-03T21:05:13+0000;0444,T64d4,Hf4fe;0445,T64dd,Hf5f8;0544,T64e4,He124;0545,T64ca,Hf884;0644,T6519,Hef46;0645,T6574,Hed39;0744,T65ee,Hcaf0;0745,T660e,He7a3
35296,2021-10-03T21:05:21+0000;0444,T64d3,Hf503;0445,T64da,Hf601;0544,T64e2,He121;0545,T64cd,Hf886;0644,T651d,Hef4f;0645,T6571,Hed3e;0744,T65eb,Hcaf0;0745,T660c,He7ac
35297,2021-10-03T21:05:30+0000;0444,T64d1,Hf503;0445,T64db,Hf604;0544,T64e2,He131;0545,T64ce,Hf88b;0644,T6516,Hef4d;0645,T656f,Hed3f;0744,T65ea,Hcaf9;0745,T660b,He7a9
35298,2021-10-03T21:05:39+0000;0444,T64d0,Hf508;0445,T64da,Hf60c;0544,T64e1,He133;0545,T64cd,Hf88c;0644,T651a,Hef51;0645,T656c,Hed3e;0744,T65eb,Hcb02;0745,T6609,He7b6
35299,2021-10-03T21:05:48+0000;0444,T64d0,Hf50f;0445,T64da,Hf60d;0544,T64e1,He13a;0545,T64ca,Hf88c;0644,T6518,Hef53;0645,T656e,Hed49;0744,T65e9,Hcb03;0745,T6607,He7b9
35300,2021-10-03T21:05:56+0000;0444,T64ce,Hf513;0445,T64d8,Hf60d;0544,T64e0,He13b;0545,T64cc,Hf890;0644,T6515,Hef55;0645,T656e,Hed47;0744,T65e6,Hcb05;0745,T6607,He7c1
35301,2021-10-03T21:06:05+0000;0444,T64cf,Hf516;0445,T64d8,Hf616;0544,T64df,He13e;0545,T64c9,Hf890;0644,T6514,Hef59;0645,T656e,Hed50;0744,T65e6,Hcb11;0745,T6606,He7c6
35302,2021-10-03T21:06:14+0000;0444,T64cf,Hf51d;0445,T64d7,Hf61c;0544,T64df,He13f;0545,T64c9,Hf892;0644,T6516,Hef60;0645,T656d,Hed53;0744,T65e4,Hcb13;0745,T6605,He7ca
35303,2021-10-03T21:06:23+0000;0444,T64cc,Hf520;0445,T64d9,Hf61f;0544,T64df,He14a;0545,T64c7,Hf893;0644,T6515,Hef63;0645,T656b,Hed59;0744,T65e5,Hcb17;0745,T6605,He7cc
35304,2021-10-03T21:06:32+0000;0444,T64cc,Hf522;0445,T64d6,Hf61d;0544,T64df,He14e;0545,T64c7,Hf896;0644,T6512,Hef62;0645,T656a,Hed5b;0744,T65e2,Hcb1a;0745,T6602,He7d5
35305,2021-10-03T21:06:40+0000;0444,T64cd,Hf529;0445,T64d6,Hf624;0544,T64de,He158;0545,T64c7,Hf899;0644,T6512,Hef6d;0645,T6569,Hed65;0744,T65e1,Hcb23;0745,T6602,He7d2
35306,2021-10-03T21:06:49+0000;0444,T64cf,Hf52f;0445,T64d4,Hf62a;0544,T64dd,He15e;0545,T64c7,Hf89d;0644,T6513,Hef68;0645,T6568,Hed61;0744,T65e1,Hcb27;0745,T6601,He7e2
35307,2021-10-03T21:06:58+0000;0444,T64ca,Hf52b;0445,T64d7,Hf633;0544,T64df,He166;0545,T64c8,Hf89d;0644,T6512,Hef6f;0645,T6566,Hed62;0744,T65e0,Hcb2a;0745,T6602,He7e8
35308,2021-10-03T21:07:07+0000;0444,T64cc,Hf534;0445,T64d6,Hf634;0544,T64db,He165;0545,T64c7,Hf8a0;0644,T6511,Hef6c;0645,T6567,Hed68;0744,T65e0,Hcb30;0745,T65fd,He7e6
35309,2021-10-03T21:07:15+0000;0444,T64cc,Hf536;0445,T64d2,Hf638;0544,T64dc,He16d;0545,T64c4,Hf89f;0644,T6513,Hef74;0645,T6566,Hed6e;0744,T65dd,Hcb35;0745,T65fc,He7ec
35310,2021-10-03T21:07:24+0000;0444,T64ca,Hf538;0445,T64d3,Hf63e;0544,T64dc,He16d;0545,T64c4,Hf8a3;0644,T6511,Hef75;0645,T6566,Hed6d;0744,T65de,Hcb39;0745,T65fa,He7f0
35311,2021-10-03T21:07:33+0000;0444,T64c9,Hf540;0445,T64d2,Hf641;0544,T64d9,He174;0545,T64c4,Hf8a8;0644,T6510,Hef7c;0645,T6564,Hed75;0744,T65db,Hcb41;0745,T65f9,He7f0
35312,2021-10-03T21:07:42+0000;0444,T64c9,Hf542;0445,T64d3,Hf645;0544,T64dd,He17b;0545,T64c3,Hf8a2;0644,T650f,Hef80;0645,T6564,Hed74;0744,T65da,Hcb43;0745,T65fa,He7f8
35313,2021-10-03T21:07:50+0000;0444,T64c8,Hf547;0445,T64d1,Hf646;0544,T64d9,He179;0545,T64c1,Hf8a6;0644,T650e,Hef81;0645,T6561,Hed79;0744,T65d8,Hcb43;0745,T65f9,He7fd
35314,2021-10-03T21:07:59+0000;0444,T64c8,Hf54b;0445,T64d0,Hf652;0544,T64da,He17b;0545,T64c2,Hf8aa;0644,T650c,Hef86;0645,T6563,Hed7e;0744,T65d8,Hcb4a;0745,T65fa,He806
35315,2021-10-03T21:08:08+0000;0444,T64c8,Hf548;0445,T64d0,Hf653;0544,T64da,He183;0545,T64c1,Hf8ad;0644,T650c,Hef83;0645,T6566,Hed84;0744,T65d5,Hcb52;0745,T65f4,He80e
35316,2021-10-03T21:08:17+0000;0444,T64c6,Hf551;0445,T64d2,Hf656;0544,T64d6,He184;0545,T64c2,Hf8ae;0644,T650c,Hef89;0645,T6561,Hed86;0744,T65d7,Hcb58;0745,T65f7,He811
35317,2021-10-03T21:08:25+0000;0444,T64c6,Hf54d;0445,T64d0,Hf65d;0544,T64d8,He18b;0545,T64c1,Hf8ae;0644,T650b,Hef8e;0645,T6561,Hed82;0744,T65d5,Hcb5e;0745,T65f6,He81b
35318,2021-10-03T21:08:34+0000;0444,T64c6,Hf559;0445,T64cf,Hf65d;0544,T64d8,He190;0545,T64c0,Hf8ae;0644,T650a,Hef8e;0645,T6562,Hed92;0744,T65d4,Hcb5f;0745,T65f3,He818
35319,2021-10-03T21:08:43+0000;0444,T64bf,Hf54e;0445,T64ca,Hf659;0544,T64cf,He184;0545,T64bb,Hf8a9;0644,T6504,Hef82;0645,T655e,Hed8f;0744,T65d0,Hcb67;0745,T65ee,He827
35320,2021-10-03T21:08:52+0000;0444,T647f,Hecea;0445,T649e,Hf045;0544,T649c,Hd9de;0545,T6490,Hf597;0644,T64c4,He251;0645,T651f,He17e;0744,T65a7,Hc623;0745,T65dc,He541
35321,2021-10-03T21:09:00+0000;0444,T642a,He01e;0445,T6465,He7b3;0544,T645e,Hcc2b;0545,T6455,Hed39;0644,T646c,Hd225;0645,T64cb,Hd1a6;0744,T656f,Hb8a5;0745,T65b7,He291
35322,2021-10-03T21:09:09+0000;0444,T63f4,Hdf5c;0445,T6442,He728;0544,T6432,Hc574;0545,T643d,He4c0;0644,T6430,Hd035;0645,T64a4,Hcc43;0744,T655d,Hb1cd;0745,T659f,Hdbbb
35323,2021-10-03T21:09:18+0000;0444,T63d9,He20e;0445,T6428,He6da;0544,T6421,Hc7bc;0545,T6438,He1bf;0644,T6419,Hd3c9;0645,T6497,Hcb93;0744,T655e,Hafb7;0745,T659d,Hd7aa
35324,2021-10-03T21:09:27+0000;0444,T63d1,He327;0445,T6415,He54a;0544,T641f,Hcc29;0545,T6437,He0f1;0644,T6417,Hd4eb;0645,T649c,Hcc8e;0744,T655e,Haf27;0745,T659d,Hd53c
35325,2021-10-03T21:09:35+0000;0444,T63cb,He39e;0445,T6411,He491;0544,T6418,Hcdec;0545,T643a,He0f3;0644,T641a,Hd436;0645,T64a4,Hcd4b;0744,T6569,Haf46;0745,T65a0,Hd374
35326,2021-10-03T21:09:44+0000;0444,T63c6,He441;0445,T640a,He61c;0544,T6418,Hcda2;0545,T6439,He023;0644,T641c,Hd2f3;0645,T64ad,Hcc64;0744,T656e,Hafcf;0745,T65a4,Hd236
35327,2021-10-03T21:09:53+0000;0444,T63ca,He509;0445,T6401,He6e8;0544,T6411,Hcd91;0545,T643a,Hdf56;0644,T641e,Hd1ef;0645,T64b5,Hcac3;0744,T6576,Hb05f;0745,T65a9,Hd15a
35328,2021-10-03T21:10:02+0000;0444,T63c9,He56a;0445,T63fd,He6d8;0544,T6409,Hcd42;0545,T643e,Hde9a;0644,T6422,Hd10a;0645,T64bc,Hc9b4;0744,T6579,Hb0c8;0745,T65ab,Hd11e
35329,2021-10-03T21:10:11+0000;0444,T63ca,He517;0445,T63f9,He72d;0544,T6402,Hccfc;0545,T643e,Hde1b;0644,T6425,Hd022;0645,T64c6,Hc8b5;0744,T657e,Hb0f6;0745,T65b0,Hd158
35330,2021-10-03T21:10:19+0000;0444,T63cb,He4b3;0445,T63ff,He759;0544,T6400,Hcca0;0545,T6441,Hdd97;0644,T6429,Hcf6c;0645,T64c9,Hc7fb;0744,T657f,Hb0ed;0745,T65b3,Hd1e8
35331,2021-10-03T21:10:28+0000;0444,T63cd,He48b;0445,T63fc,He6e4;0544,T63fb,Hcba6;0545,T6440,Hdcc8;0644,T642d,Hceef;0645,T64cf,Hc7bb;0744,T6581,Hb0c8;0745,T65b9,Hd29c
35332,2021-10-03T21:10:37+0000;0444,T63d1,He45e;0445,T63fc,He6b0;0544,T63f9,Hcafb;0545,T6443,Hdca3;0644,T6433,Hce99;0645,T64d6,Hc7a9;0744,T6584,Hb0ae;0745,T65be,Hd354
35333,2021-10-03T21:10:46+0000;0444,T63d3,He452;0445,T63ff,He693;0544,T63fb,Hcb16;0545,T6444,Hdcf6;0644,T643a,Hce5e;0645,T64db,Hc7a9;0744,T6580,Hb098;0745,T65c1,Hd3ea
35334,2021-10-03T21:10:54+0000;0444,T63db,He4e1;0445,T6402,He65f;0544,T63fd,Hcc07;0545,T644a,Hdd6a;0644,T6440,Hce34;0645,T64de,Hc7b0;0744,T6584,Hb094;0745,T65c3,Hd454
35335,2021-10-03T21:11:03+0000;0444,T63e4,He5d5;0445,T6404,He626;0544,T63fc,Hccff;0545,T644c,Hde22;0644,T6448,Hce10;0645,T64e4,Hc7bd;0744,T6587,Hb08c;0745,T65c4,Hd4a8
35336,2021-10-03T21:11:12+0000;0444,T63ef,He676;0445,T6406,He67b;0544,T63fc,Hcd21;0545,T644d,Hded4;0644,T6451,Hcdf7;0645,T64ea,Hc7d1;0744,T6587,Hb086;0745,T65c4,Hd4ed
35337,2021-10-03T21:11:21+0000;0444,T63f7,He6bd;0445,T6409,He64a;0544,T63fb,Hcccc;0545,T644f,Hdf7c;0644,T6457,Hcdd6;0645,T64ee,Hc7e4;0744,T6584,Hb076;0745,T65c3,Hd529
35338,2021-10-03T21:11:29+0000;0444,T6405,He790;0445,T640f,He588;0544,T63f9,Hcc63;0545,T6451,He02e;0644,T645b,Hcdbc;0645,T64f0,Hc7fb;0744,T6583,Hb071;0745,T65c4,Hd54b
35339,2021-10-03T21:11:38+0000;0444,T6411,He878;0445,T640f,He4a4;0544,T63fe,Hcc01;0545,T6456,He0aa;0644,T6463,Hcda5;0645,T64f5,Hc81c;0744,T6585,Hb086;0745,T65c4,Hd55b
35340,2021-10-03T21:11:47+0000;0444,T641b,He8cc;0445,T6413,He3ef;0544,T63fe,Hcbca;0545,T6456,He104;0644,T6468,Hcda2;0645,T64f5,Hc837;0744,T6584,Hb08c;0745,T65c6,Hd56e
35341,2021-10-03T21:11:56+0000;0444,T641f,He8c7;0445,T6415,He3b1;0544,T6400,Hcba8;0545,T6455,He15f;0644,T646f,Hcdc5;0645,T64fb,Hc875;0744,T6586,Hb09d;0745,T65c6,Hd580
35342,2021-10-03T21:12:04+0000;0444,T642a,He8ef;0445,T6417,He391;0544,T6400,Hcb81;0545,T6458,He196;0644,T6473,Hcdd9;0645,T64fc,Hc8b7;0744,T6586,Hb0a4;0745,T65c5,Hd58a
35343,2021-10-03T21:12:13+0000;0444,T6429,He906;0445,T6419,He395;0544,T63ff,Hcb47;0545,T6458,He1a3;0644,T6478,Hcdf6;0645,T6502,Hc8ff;0744,T6584,Hb0af;0745,T65c4,Hd597
35344,2021-10-03T21:12:22+0000;0444,T642f,He914;0445,T641c,He392;0544,T6401,Hcafe;0545,T6456,He168;0644,T647c,Hce08;0645,T6500,Hc93f;0744,T6585,Hb0ca;0745,T65c2,Hd5ae
35345,2021-10-03T21:12:31+0000;0444,T6431,He8e8;0445,T641e,He3a2;0544,T6403,Hcadf;0545,T6454,He152;0644,T6481,Hce16;0645,T6502,Hc982;0744,T6585,Hb0df;0745,T65c3,Hd5c8
35346,2021-10-03T21:12:39+0000;0444,T6431,He8a6;0445,T6421,He3b2;0544,T6406,Hcac1;0545,T6455,He16e;0644,T6485,Hce25;0645,T6503,Hc9bf;0744,T6586,Hb102;0745,T65c2,Hd5e7
35347,2021-10-03T21:12:48+0000;0444,T6433,He873;0445,T6425,He3a6;0544,T6407,Hcaa1;0545,T6456,He1b9;0644,T6489,Hce3b;0645,T6504,Hc9ff;0744,T6587,Hb124;0745,T65c5,Hd611
35348,2021-10-03T21:12:57+0000;0444,T6433,He86e;0445,T6427,He38a;0544,T6409,Hca77;0545,T6454,He1e2;0644,T648b,Hce62;0645,T6505,Hca3c;0744,T6587,Hb144;0745,T65c2,Hd640
35349,2021-10-03T21:13:06+0000;0444,T6437,He875;0445,T6427,He35b;0544,T640d,Hca5e;0545,T6456,He20b;0644,T648e,Hce83;0645,T6507,Hca7c;0744,T6586,Hb15f;0745,T65c3,Hd672
35350,2021-10-03T21:13:14+0000;0444,T6438,He885;0445,T642c,He339;0544,T640f,Hca6a;0545,T6458,He242;0644,T6492,Hceab;0645,T6508,Hcab9;0744,T6584,Hb17c;0745,T65c3,Hd6a0
35351,2021-10-03T21:13:23+0000;0444,T6437,He87a;0445,T642c,He34d;0544,T6414,Hcaa7;0545,T6455,He292;0644,T6497,Hced0;0645,T650a,Hcb00;0744,T6584,Hb195;0745,T65c1,Hd6c5
35352,2021-10-03T21:13:32+0000;0444,T643a,He867;0445,T642c,He3a5;0544,T6418,Hcaea;0545,T6458,He2cc;0644,T6498,Hcef5;0645,T650a,Hcb3a;0744,T6583,Hb1b3;0745,T65c0,Hd6f0
35353,2021-10-03T21:13:41+0000;0444,T6439,He85d;0445,T642f,He422;0544,T641a,Hcade;0545,T6459,He2e2;0644,T649b,Hcf22;0645,T650e,Hcb7e;0744,T6584,Hb1d8;0745,T65c2,Hd722
35354,2021-10-03T21:13:50+0000;0444,T643d,He854;0445,T642f,He46f;0544,T641b,Hca86;0545,T6455,He2d2;0644,T649b,Hcf49;0645,T650e,Hcbbf;0744,T6582,Hb1f9;0745,T65c0,Hd745
35355,2021-10-03T21:13:58+0000;0444,T643b,He845;0445,T6432,He483;0544,T641e,Hca1e;0545,T6453,He2da;0644,T64a0,Hcf7a;0645,T650e,Hcbfa;0744,T6581,Hb21a;0745,T65bf,Hd768
35356,2021-10-03T21:14:07+0000;0444,T643a,He83b;0445,T6433,He469;0544,T6421,Hc9b2;0545,T6455,He2eb;0644,T649f,Hcfa2;0645,T650e,Hcc42;0744,T6582,Hb240;0745,T65bf,Hd792
35357,2021-10-03T21:14:16+0000;0444,T6439,He832;0445,T6431,He444;0544,T6421,Hc955;0545,T6456,He312;0644,T64a1,Hcfd6;0645,T650f,Hcc81;0744,T6580,Hb264;0745,T65c1,Hd7bb
35358,2021-10-03T21:14:25+0000;0444,T6438,He829;0445,T6433,He41e;0544,T6423,Hc908;0545,T6452,He33d;0644,T64a3,Hd00b;0645,T650f,Hccbd;0744,T6582,Hb293;0745,T65bf,Hd7ea
35359,2021-10-03T21:14:33+0000;0444,T643a,He82b;0445,T6437,He3f7;0544,T6425,Hc8f8;0545,T6453,He376;0644,T64a6,Hd03f;0645,T6511,Hcd0a;0744,T6580,Hb2bb;0745,T65bd,Hd80f
35360,2021-10-03T21:14:42+0000;0444,T6438,He82f;0445,T643a,He3e5;0544,T6425,Hc92e;0545,T6453,He3c3;0644,T64a9,Hd06f;0645,T650e,Hcd4c;0744,T6581,Hb2e2;0745,T65c0,Hd84b
